ReceiptHeaderId,Type,AccountSlRef,DlRef,Number,Date,CurrencyRef,Description,Description_En,Discount,TotalAmount,ItemType,State,CreatorForm,Creator,CreationDate,LastModifier,LastModificationDate,Version,Rate,CashRef,Amount,AmountInBaseCurrency,FiscalYearRef,VoucherRef,DiscountRate,DiscountInBaseCurrency,TotalAmountInBaseCurrency,Guid,ReceiptAmount
2050,1,799,26,76,2026-04-12 00:00:00,1,بابت فروش 1405/01/23,بابت فروش 1405/01/23,0.0000,97710000.0000,8,2,0,11,2026-04-27 12:48:05,11,2026-05-26 12:55:09,4,1.0000000000000000,1,0.0000,0.0000,1,753,1.0000000000000000,0.0000,97710000.0000,,97710000.0000
2051,1,799,26,77,2026-04-13 00:00:00,1,بابت فروش 1405/01/24,بابت فروش 1405/01/24,0.0000,102850000.0000,8,2,0,11,2026-04-27 12:48:05,11,2026-05-26 13:28:17,4,1.0000000000000000,1,0.0000,0.0000,1,754,1.0000000000000000,0.0000,102850000.0000,,102850000.0000
2052,1,799,26,78,2026-04-14 00:00:00,1,بابت فروش 1405/01/25,بابت فروش 1405/01/25,0.0000,273590000.0000,8,2,0,11,2026-04-27 12:48:05,11,2026-05-26 13:28:26,4,1.0000000000000000,1,0.0000,0.0000,1,755,1.0000000000000000,0.0000,273590000.0000,,273590000.0000
2053,1,799,26,79,2026-04-15 00:00:00,1,بابت فروش 1405/01/26,بابت فروش 1405/01/26,0.0000,245060001.0000,8,2,0,11,2026-04-27 12:48:06,11,2026-05-26 13:28:36,5,1.0000000000000000,1,0.0000,0.0000,1,756,1.0000000000000000,0.0000,245060001.0000,,245060001.0000
2054,1,799,26,80,2026-04-16 00:00:00,1,بابت فروش 1405/01/27,بابت فروش 1405/01/27,0.0000,235290000.0000,8,2,0,11,2026-04-27 12:48:06,11,2026-05-26 13:28:51,5,1.0000000000000000,1,0.0000,0.0000,1,757,1.0000000000000000,0.0000,235290000.0000,,235290000.0000
2055,1,799,26,81,2026-04-17 00:00:00,1,بابت فروش 1405/01/28,بابت فروش 1405/01/28,0.0000,90800000.0000,8,2,0,11,2026-04-27 12:48:07,11,2026-05-26 13:29:01,5,1.0000000000000000,1,0.0000,0.0000,1,758,1.0000000000000000,0.0000,90800000.0000,,90800000.0000
2056,1,799,26,82,2026-03-22 00:00:00,1,بابت فروش 1405/01/02,بابت فروش 1405/01/02,0.0000,3290000.0000,8,2,0,11,2026-04-27 12:49:40,11,2026-05-12 12:41:24,2,1.0000000000000000,1,0.0000,0.0000,1,348,1.0000000000000000,0.0000,3290000.0000,,3290000.0000
2058,1,799,22,83,2026-04-05 00:00:00,1,واريز توسط ابراعيم عرب بابت بدهي گوشت,واريز توسط ابراعيم عرب بابت بدهي گوشت,0.0000,93000000.0000,8,2,0,11,2026-04-27 13:04:10,11,2026-05-24 16:08:05,2,1.0000000000000000,1,0.0000,0.0000,1,652,1.0000000000000000,0.0000,93000000.0000,,93000000.0000
2059,1,799,22,84,2026-04-12 00:00:00,1,واريز توسط ابراهيم عرب بابت بدهي گوشت,واريز توسط ابراهيم عرب بابت بدهي گوشت,0.0000,348500000.0000,8,2,0,11,2026-04-27 13:45:34,11,2026-05-24 16:14:23,2,1.0000000000000000,1,0.0000,0.0000,1,655,1.0000000000000000,0.0000,348500000.0000,,348500000.0000
2060,1,799,22,85,2026-04-20 00:00:00,1,واريز توسط ابراهيم عرب بابت بدهي گوشت,واريز توسط ابراهيم عرب بابت بدهي گوشت,0.0000,16000000.0000,8,2,0,11,2026-04-27 14:16:54,11,2026-05-24 16:15:14,2,1.0000000000000000,1,0.0000,0.0000,1,658,1.0000000000000000,0.0000,16000000.0000,,16000000.0000
2061,2,799,172,86,2026-04-21 00:00:00,1,واريز توسط احسان پهلواني نژاد بابت بدهي عرب به فانتزي,واريز توسط احسان پهلواني نژاد بابت بدهي عرب به فانتزي,0.0000,630000000.0000,8,2,0,11,2026-04-27 14:24:36,11,2026-05-25 10:44:17,2,1.0000000000000000,1,0.0000,0.0000,1,661,1.0000000000000000,0.0000,630000000.0000,,630000000.0000
2062,1,799,26,87,2026-04-24 00:00:00,1,واريز توسط وحيد ملتجي بابت بدهي غذا,واريز توسط وحيد ملتجي بابت بدهي غذا,0.0000,61500000.0000,8,1,0,11,2026-04-27 14:25:29,11,2026-04-27 14:25:29,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,61500000.0000,,61500000.0000
2063,2,799,57,88,2026-04-21 00:00:00,1,واريز توسط مارال بابت عودت برداشت شخصي,واريز توسط مارال بابت عودت برداشت شخصي,0.0000,148918685.0000,8,2,0,11,2026-04-27 14:26:50,11,2026-05-25 10:44:17,2,1.0000000000000000,1,0.0000,0.0000,1,661,1.0000000000000000,0.0000,148918685.0000,,148918685.0000
2064,2,750,16,89,2026-04-26 00:00:00,1,بابت عودت وجه پرداخت شارژ پنل پيامكي,بابت عودت وجه پرداخت شارژ پنل پيامكي,0.0000,2236560.0000,8,2,0,11,2026-04-27 14:29:46,11,2026-05-25 10:44:17,2,1.0000000000000000,1,0.0000,0.0000,1,663,1.0000000000000000,0.0000,2236560.0000,,2236560.0000
2065,1,799,26,90,2026-03-21 00:00:00,1,بابت فروش 1405/01/01,بابت فروش 1405/01/01,0.0000,506620000.0000,8,2,0,11,2026-04-27 16:10:54,11,2026-05-11 15:26:04,2,1.0000000000000000,1,0.0000,0.0000,1,341,1.0000000000000000,0.0000,506620000.0000,,506620000.0000
2066,1,799,26,91,2026-03-22 00:00:00,1,بابت فروش 1405/01/02,بابت فروش 1405/01/02,0.0000,384850000.0000,8,2,0,11,2026-04-27 16:10:55,11,2026-05-12 12:41:24,3,1.0000000000000000,1,0.0000,0.0000,1,348,1.0000000000000000,0.0000,384850000.0000,,384850000.0000
2067,1,799,26,92,2026-03-23 00:00:00,1,بابت فروش 1405/01/03,بابت فروش 1405/01/03,0.0000,508970000.0000,8,2,0,11,2026-04-27 16:10:55,11,2026-05-12 16:30:12,2,1.0000000000000000,1,0.0000,0.0000,1,364,1.0000000000000000,0.0000,508970000.0000,,508970000.0000
2068,1,799,26,93,2026-03-24 00:00:00,1,بابت فروش 1405/01/04,بابت فروش 1405/01/04,0.0000,401770000.0000,8,2,0,11,2026-04-27 16:10:55,11,2026-05-12 18:02:23,3,1.0000000000000000,1,0.0000,0.0000,1,370,1.0000000000000000,0.0000,401770000.0000,,401770000.0000
2069,1,799,26,94,2026-03-25 00:00:00,1,بابت فروش 1405/01/05,بابت فروش 1405/01/05,0.0000,527960000.0000,8,2,0,11,2026-04-27 16:10:56,11,2026-05-12 18:43:59,4,1.0000000000000000,1,0.0000,0.0000,1,374,1.0000000000000000,0.0000,527960000.0000,,527960000.0000
2070,1,799,26,95,2026-03-26 00:00:00,1,بابت فروش 1405/01/06,بابت فروش 1405/01/06,0.0000,512140000.0000,8,2,0,11,2026-04-27 16:10:56,11,2026-05-13 13:42:11,2,1.0000000000000000,1,0.0000,0.0000,1,378,1.0000000000000000,0.0000,512140000.0000,,512140000.0000
2071,1,799,26,96,2026-03-27 00:00:00,1,بابت فروش 1405/01/07,بابت فروش 1405/01/07,0.0000,480220000.0000,8,2,0,11,2026-04-27 16:10:57,11,2026-05-13 15:33:41,2,1.0000000000000000,1,0.0000,0.0000,1,385,1.0000000000000000,0.0000,480220000.0000,,480220000.0000
2072,1,799,26,97,2026-03-28 00:00:00,1,بابت فروش 1405/01/08,بابت فروش 1405/01/08,0.0000,277110000.0000,8,2,0,11,2026-04-27 16:10:57,11,2026-05-16 12:48:55,4,1.0000000000000000,1,0.0000,0.0000,1,430,1.0000000000000000,0.0000,277110000.0000,,277110000.0000
2073,1,799,26,98,2026-03-29 00:00:00,1,بابت فروش 1405/01/09,بابت فروش 1405/01/09,0.0000,540930000.0000,8,2,0,11,2026-04-27 16:10:58,11,2026-05-16 12:49:20,4,1.0000000000000000,1,0.0000,0.0000,1,431,1.0000000000000000,0.0000,540930000.0000,,540930000.0000
2074,1,799,26,99,2026-03-30 00:00:00,1,بابت فروش 1405/01/10,بابت فروش 1405/01/10,0.0000,332260000.0000,8,2,0,11,2026-04-27 16:10:58,11,2026-05-26 12:51:51,5,1.0000000000000000,1,0.0000,0.0000,1,740,1.0000000000000000,0.0000,332260000.0000,,332260000.0000
2075,1,799,26,100,2026-03-31 00:00:00,1,بابت فروش 1405/01/11,بابت فروش 1405/01/11,0.0000,419200000.0000,8,2,0,11,2026-04-27 16:10:59,11,2026-05-26 12:52:05,4,1.0000000000000000,1,0.0000,0.0000,1,741,1.0000000000000000,0.0000,419200000.0000,,419200000.0000
2076,1,799,26,101,2026-04-01 00:00:00,1,بابت فروش 1405/01/12,بابت فروش 1405/01/12,0.0000,542920000.0000,8,2,0,11,2026-04-27 16:10:59,11,2026-05-26 12:52:32,5,1.0000000000000000,1,0.0000,0.0000,1,742,1.0000000000000000,0.0000,542920000.0000,,542920000.0000
2077,1,799,26,102,2026-04-02 00:00:00,1,بابت فروش 1405/01/13,بابت فروش 1405/01/13,0.0000,526000000.0000,8,2,0,11,2026-04-27 16:10:59,11,2026-05-26 12:52:55,6,1.0000000000000000,1,0.0000,0.0000,1,743,1.0000000000000000,0.0000,526000000.0000,,526000000.0000
2078,1,799,26,103,2026-04-03 00:00:00,1,بابت فروش 1405/01/14,بابت فروش 1405/01/14,0.0000,212350000.0000,8,2,0,11,2026-04-27 16:11:02,11,2026-05-26 12:53:10,11,1.0000000000000000,1,0.0000,0.0000,1,744,1.0000000000000000,0.0000,212350000.0000,,212350000.0000
2079,1,799,26,104,2026-04-10 00:00:00,1,بابت فروش 1405/01/21,بابت فروش 1405/01/21,0.0000,38470000.0000,8,2,0,11,2026-04-27 16:11:03,11,2026-05-26 12:54:46,4,1.0000000000000000,1,0.0000,0.0000,1,751,1.0000000000000000,0.0000,38470000.0000,,38470000.0000
2080,1,799,26,105,2026-04-13 00:00:00,1,بابت فروش 1405/01/24,بابت فروش 1405/01/24,0.0000,44040000.0000,8,2,0,11,2026-04-27 16:11:03,11,2026-05-26 13:28:17,4,1.0000000000000000,1,0.0000,0.0000,1,754,1.0000000000000000,0.0000,44040000.0000,,44040000.0000
2081,1,799,26,106,2026-04-15 00:00:00,1,بابت فروش 1405/01/26,بابت فروش 1405/01/26,0.0000,3500000.0000,8,2,0,11,2026-04-27 16:11:04,11,2026-05-26 13:28:36,4,1.0000000000000000,1,0.0000,0.0000,1,756,1.0000000000000000,0.0000,3500000.0000,,3500000.0000
2082,1,799,26,107,2026-04-16 00:00:00,1,بابت فروش 1405/01/27,بابت فروش 1405/01/27,0.0000,17950000.0000,8,2,0,11,2026-04-27 16:11:04,11,2026-05-26 13:28:51,4,1.0000000000000000,1,0.0000,0.0000,1,757,1.0000000000000000,0.0000,17950000.0000,,17950000.0000
2083,1,799,26,108,2026-04-17 00:00:00,1,بابت فروش 1405/01/28,بابت فروش 1405/01/28,0.0000,139770000.0000,8,2,0,11,2026-04-27 16:11:05,11,2026-05-26 13:29:01,4,1.0000000000000000,1,0.0000,0.0000,1,758,1.0000000000000000,0.0000,139770000.0000,,139770000.0000
2084,1,799,26,109,2026-04-18 00:00:00,1,بابت فروش 1405/01/29,بابت فروش 1405/01/29,0.0000,79310000.0000,8,2,0,11,2026-04-27 16:11:08,11,2026-05-26 13:30:03,4,1.0000000000000000,1,0.0000,0.0000,1,759,1.0000000000000000,0.0000,79310000.0000,,79310000.0000
2085,1,799,26,110,2026-04-19 00:00:00,1,بابت فروش 1405/01/30,بابت فروش 1405/01/30,0.0000,192840000.0000,8,2,0,11,2026-04-27 16:11:08,11,2026-05-26 13:30:13,4,1.0000000000000000,1,0.0000,0.0000,1,760,1.0000000000000000,0.0000,192840000.0000,,192840000.0000
2086,1,799,26,111,2026-04-20 00:00:00,1,بابت فروش 1405/01/31,بابت فروش 1405/01/31,0.0000,40720000.0000,8,2,0,11,2026-04-27 16:11:08,11,2026-05-26 13:30:23,4,1.0000000000000000,1,0.0000,0.0000,1,761,1.0000000000000000,0.0000,40720000.0000,,40720000.0000
2088,32,789,149,24,2026-03-26 00:00:00,1,انتقالي از ملي مارينا به پارسيان پس انداز,انتقالي از ملي مارينا به پارسيان پس انداز,0.0000,2700000000.0000,8,2,4,11,2026-04-27 16:26:42,11,2026-05-25 10:47:30,3,1.0000000000000000,,0.0000,0.0000,1,472,1.0000000000000000,0.0000,2700000000.0000,,2700000000.0000
2089,2,884,16,112,2026-04-05 00:00:00,1,سود سپرده بانكي,سود سپرده بانكي,0.0000,15112.0000,8,2,0,11,2026-04-27 17:24:09,11,2026-05-24 16:08:05,2,1.0000000000000000,1,0.0000,0.0000,1,652,1.0000000000000000,0.0000,15112.0000,,15112.0000
2090,32,789,149,25,2026-04-07 00:00:00,1,انتقالي از ملي مارينا به پارسيان,انتقالي از ملي مارينا به پارسيان,0.0000,2000000000.0000,8,2,4,11,2026-04-27 17:25:22,11,2026-05-31 18:26:54,5,1.0000000000000000,,0.0000,0.0000,1,477,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
2092,1,799,26,114,2026-04-13 00:00:00,1,واريز نامشخص به ملي مارينا,واريز نامشخص به ملي مارينا,0.0000,19650000.0000,8,1,0,11,2026-04-27 17:55:40,11,2026-05-24 17:08:05,3,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,19650000.0000,,19650000.0000
2093,1,799,26,115,2026-04-07 00:00:00,1,واريز نامشخص به ملي مارينا,واريز نامشخص به ملي مارينا,0.0000,10000000.0000,8,1,0,11,2026-04-27 17:57:08,11,2026-05-24 17:02:06,3,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,10000000.0000,,10000000.0000
2097,1,799,27,116,2026-04-04 00:00:00,1,واريزي موسوي به ملت غلامعليان فرزانه,واريزي موسوي به ملت غلامعليان فرزانه,0.0000,100000000.0000,8,1,0,12,2026-05-03 11:16:15,11,2026-06-09 13:46:09,4,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,100000000.0000,,100000000.0000
2105,1,799,27,117,2026-03-22 00:00:00,1,بابت فروش 1405/01/01 مهدي موسوي,بابت فروش 1405/01/01 مهدي موسوي,0.0000,2700000.0000,8,2,0,11,2026-05-11 14:45:36,11,2026-05-11 16:29:34,6,1.0000000000000000,1,0.0000,0.0000,1,345,1.0000000000000000,0.0000,2700000.0000,,2700000.0000
2106,1,799,74,118,2026-03-22 00:00:00,1,بابت فروش 1405/01/01 اسنپ كه سفارش حضوري تبديل به پيك شد,بابت فروش 1405/01/01 اسنپ كه سفارش حضوري تبديل به پيك شد,0.0000,600000.0000,8,2,0,11,2026-05-11 14:46:43,11,2026-05-11 16:29:34,5,1.0000000000000000,1,0.0000,0.0000,1,345,1.0000000000000000,0.0000,600000.0000,,600000.0000
2109,1,799,26,119,2026-03-21 00:00:00,1,بابت فروش 1405/01/01,بابت فروش 1405/01/01,0.0000,1100000.0000,1,2,0,11,2026-05-11 15:20:43,11,2026-05-11 15:26:04,2,1.0000000000000000,1,1100000.0000,1100000.0000,1,341,1.0000000000000000,0.0000,1100000.0000,,1100000.0000
2110,1,799,160,120,2026-03-23 00:00:00,1,بابت فروش 1405/01/02 محمد سعادت,بابت فروش 1405/01/02 محمد سعادت,0.0000,2200000.0000,8,2,0,11,2026-05-12 12:38:53,11,2026-05-12 12:41:25,2,1.0000000000000000,1,0.0000,0.0000,1,349,1.0000000000000000,0.0000,2200000.0000,,2200000.0000
2111,1,799,167,121,2026-03-23 00:00:00,1,بابت فروش 1405/01/02 جواد احمدي,بابت فروش 1405/01/02 جواد احمدي,0.0000,2200000.0000,8,2,0,11,2026-05-12 12:40:01,11,2026-05-12 12:41:25,2,1.0000000000000000,1,0.0000,0.0000,1,349,1.0000000000000000,0.0000,2200000.0000,,2200000.0000
2113,1,799,26,122,2026-03-22 00:00:00,1,بابت فروش 1405/01/02 وجه نقد,بابت فروش 1405/01/02 وجه نقد,0.0000,17300000.0000,1,2,0,11,2026-05-12 12:40:55,11,2026-05-12 12:41:24,2,1.0000000000000000,1,17300000.0000,17300000.0000,1,348,1.0000000000000000,0.0000,17300000.0000,,17300000.0000
2114,1,799,87,123,2026-03-24 00:00:00,1,بابت فروش 1405/01/03 شهرام محمدي,بابت فروش 1405/01/03 شهرام محمدي,0.0000,2400000.0000,8,2,0,11,2026-05-12 16:29:53,11,2026-05-12 16:30:12,2,1.0000000000000000,1,0.0000,0.0000,1,365,1.0000000000000000,0.0000,2400000.0000,,2400000.0000
2115,1,799,26,124,2026-03-23 00:00:00,1,بابت فروش 1405/01/03 وجه نقد,بابت فروش 1405/01/03 وجه نقد,0.0000,20400000.0000,1,2,0,11,2026-05-12 16:52:36,11,2026-05-12 16:55:27,5,1.0000000000000000,1,20400000.0000,20400000.0000,1,368,1.0000000000000000,0.0000,20400000.0000,,20400000.0000
2116,1,799,26,125,2026-03-24 00:00:00,1,بابت فروش 1405/01/04 وجه نقد,بابت فروش 1405/01/04 وجه نقد,0.0000,5000000.0000,1,2,0,11,2026-05-12 18:02:10,11,2026-05-12 18:02:23,2,1.0000000000000000,1,5000000.0000,5000000.0000,1,370,1.0000000000000000,0.0000,5000000.0000,,5000000.0000
2117,1,799,41,126,2026-03-25 00:00:00,1,بابت فروش 1405/01/05 رضا شمس فاكتور 2308,بابت فروش 1405/01/05 رضا شمس فاكتور 2308,0.0000,1600000.0000,8,2,0,11,2026-05-12 18:37:32,11,2026-05-12 18:43:59,3,1.0000000000000000,1,0.0000,0.0000,1,374,1.0000000000000000,0.0000,1600000.0000,,1600000.0000
2118,1,799,27,127,2026-03-26 00:00:00,1,بابت فروش 1405/01/05 مهدي موسوي فاكتور 2722و2728,بابت فروش 1405/01/05 مهدي موسوي فاكتور 2722و2728,0.0000,40450000.0000,8,2,0,11,2026-05-12 18:39:29,11,2026-05-13 10:50:52,5,1.0000000000000000,1,0.0000,0.0000,1,377,1.0000000000000000,0.0000,40450000.0000,,40450000.0000
2119,1,799,164,128,2026-03-26 00:00:00,1,بابت فروش 1405/01/05 شميم فتاحي فاكتور 2708,بابت فروش 1405/01/05 شميم فتاحي فاكتور 2708,0.0000,100000.0000,8,2,0,11,2026-05-12 18:40:52,11,2026-05-13 10:50:52,4,1.0000000000000000,1,0.0000,0.0000,1,377,1.0000000000000000,0.0000,100000.0000,,100000.0000
2120,1,799,26,129,2026-03-25 00:00:00,1,بابت فروش 1405/01/05 وجه نقد,بابت فروش 1405/01/05 وجه نقد,0.0000,16100000.0000,1,2,0,11,2026-05-12 18:43:16,11,2026-05-12 18:43:59,2,1.0000000000000000,1,16100000.0000,16100000.0000,1,374,1.0000000000000000,0.0000,16100000.0000,,16100000.0000
2121,1,799,71,130,2026-03-27 00:00:00,1,بابت فروش 1405/01/06 ساناز كيوان داريان فاكتور 2852,بابت فروش 1405/01/06 ساناز كيوان داريان فاكتور 2852,0.0000,100000.0000,8,2,0,11,2026-05-13 13:40:26,11,2026-05-13 13:42:11,2,1.0000000000000000,1,0.0000,0.0000,1,379,1.0000000000000000,0.0000,100000.0000,,100000.0000
2122,1,799,26,131,2026-03-26 00:00:00,1,بابت فروش 1405/01/06 وجه نقد,بابت فروش 1405/01/06 وجه نقد,0.0000,19000000.0000,1,2,0,11,2026-05-13 13:41:03,11,2026-05-13 13:42:11,2,1.0000000000000000,1,19000000.0000,19000000.0000,1,378,1.0000000000000000,0.0000,19000000.0000,,19000000.0000
2123,1,799,169,132,2026-03-28 00:00:00,1,بابت فروش 1405/01/07 سجاد شيراني,بابت فروش 1405/01/07 سجاد شيراني,0.0000,16000000.0000,8,2,0,11,2026-05-13 15:32:15,11,2026-05-13 15:33:42,2,1.0000000000000000,1,0.0000,0.0000,1,386,1.0000000000000000,0.0000,16000000.0000,,16000000.0000
2124,1,799,26,133,2026-03-27 00:00:00,1,بابت فروش 1405/01/07 وجه نقد,بابت فروش 1405/01/07 وجه نقد,0.0000,6600000.0000,1,2,0,11,2026-05-13 15:33:06,11,2026-05-13 15:33:41,2,1.0000000000000000,1,6600000.0000,6600000.0000,1,385,1.0000000000000000,0.0000,6600000.0000,,6600000.0000
3292,32,789,152,36,2026-05-13 00:00:00,1,انتقالي از ملت 6092 به 890 بابت قسط وام,انتقالي از ملت 6092 به 890 بابت قسط وام,0.0000,464516000.0000,8,2,4,11,2026-05-14 13:22:17,11,2026-05-18 16:29:03,2,1.0000000000000000,,0.0000,0.0000,1,493,1.0000000000000000,0.0000,464516000.0000,,464516000.0000
3294,1,799,26,134,2026-03-28 00:00:00,1,بابت فروش 1405/01/08 وجه نقد,بابت فروش 1405/01/08 وجه نقد,0.0000,4100000.0000,1,2,0,11,2026-05-16 12:46:20,11,2026-05-16 12:48:55,4,1.0000000000000000,1,4100000.0000,4100000.0000,1,430,1.0000000000000000,0.0000,4100000.0000,,4100000.0000
3295,1,799,26,135,2026-03-29 00:00:00,1,بابت فروش 1405/01/09 وجه نقد,بابت فروش 1405/01/09 وجه نقد,0.0000,22900000.0000,1,2,0,11,2026-05-16 12:47:10,11,2026-05-16 12:49:20,3,1.0000000000000000,1,22900000.0000,22900000.0000,1,431,1.0000000000000000,0.0000,22900000.0000,,22900000.0000
3296,1,799,159,136,2026-03-30 00:00:00,1,بابت فروش 1405/01/09 محمد صالحي فاكتور 4632,بابت فروش 1405/01/09 محمد صالحي فاكتور 4632,0.0000,5320000.0000,8,2,0,11,2026-05-16 12:48:10,11,2026-05-16 12:50:02,2,1.0000000000000000,1,0.0000,0.0000,1,432,1.0000000000000000,0.0000,5320000.0000,,5320000.0000
3297,2,799,5,137,2026-04-27 00:00:00,1,واريز بابت فروش ضايعات آماده سازي,واريز بابت فروش ضايعات آماده سازي,0.0000,136794200.0000,8,2,0,11,2026-05-16 12:51:35,11,2026-05-25 10:44:18,2,1.0000000000000000,1,0.0000,0.0000,1,664,1.0000000000000000,0.0000,136794200.0000,,136794200.0000
7973,1,799,26,138,2026-04-20 00:00:00,1,بابت فروش 1405/01/31 وجه نقد,بابت فروش 1405/01/31 وجه نقد,0.0000,9500000.0000,1,2,0,11,2026-05-26 12:29:48,11,2026-05-26 13:30:23,2,1.0000000000000000,1,9500000.0000,9500000.0000,1,761,1.0000000000000000,0.0000,9500000.0000,,9500000.0000
7974,1,799,48,193,2026-04-20 00:00:00,1,بابت فروش 1405/01/30 محمد امين مكتوبيان فاكتور 14931,بابت فروش 1405/01/30 محمد امين مكتوبيان فاكتور 14931,0.0000,2800000.0000,8,2,0,11,2026-05-26 12:37:26,11,2026-05-26 13:30:23,2,1.0000000000000000,1,0.0000,0.0000,1,761,1.0000000000000000,0.0000,2800000.0000,,2800000.0000
7975,1,799,26,192,2026-04-19 00:00:00,1,بابت فروش 1405/01/30 وجه نقد,بابت فروش 1405/01/30 وجه نقد,0.0000,32000000.0000,1,2,0,11,2026-05-26 12:37:27,11,2026-05-26 13:30:13,2,1.0000000000000000,1,32000000.0000,32000000.0000,1,760,1.0000000000000000,0.0000,32000000.0000,,32000000.0000
7976,1,799,58,191,2026-04-19 00:00:00,1,بابت فروش 1405/01/29 مارينا حلبيان فر فاكتور 14509,بابت فروش 1405/01/29 مارينا حلبيان فر فاكتور 14509,0.0000,150000.0000,8,2,0,11,2026-05-26 12:37:27,11,2026-05-26 13:30:13,2,1.0000000000000000,1,0.0000,0.0000,1,760,1.0000000000000000,0.0000,150000.0000,,150000.0000
7977,1,799,55,190,2026-04-19 00:00:00,1,بابت فروش 1405/01/29 سيامك صفري فاكتور 14546,بابت فروش 1405/01/29 سيامك صفري فاكتور 14546,0.0000,4865000.0000,8,2,0,11,2026-05-26 12:37:28,11,2026-05-26 13:30:13,2,1.0000000000000000,1,0.0000,0.0000,1,760,1.0000000000000000,0.0000,4865000.0000,,4865000.0000
7978,1,799,49,189,2026-04-19 00:00:00,1,بابت فروش 1405/01/29 ماه طلا پديدار فاكتور 14904,بابت فروش 1405/01/29 ماه طلا پديدار فاكتور 14904,0.0000,2400000.0000,8,2,0,11,2026-05-26 12:37:29,11,2026-05-26 13:30:13,2,1.0000000000000000,1,0.0000,0.0000,1,760,1.0000000000000000,0.0000,2400000.0000,,2400000.0000
